,id,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,funded_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp
8268,9010140,11,5,13,37,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8269,9010535,11,5,13,23,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8270,9025005,11,5,13,29,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8271,9035383,11,5,13,13,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8272,9046226,11,5,13,23,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8273,9047994,11,5,13,12,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8274,9054806,11,5,13,37,10800.0,10800.0,14.09,300.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8275,9075955,11,5,13,37,3000.0,3000.0,14.09,83.33333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8276,9094571,11,5,13,4,2400.0,2400.0,14.09,66.66666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8277,9114882,11,5,13,42,9500.0,9500.0,14.09,263.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8278,9145232,11,5,13,28,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8279,9175292,11,5,13,39,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8280,9186717,11,5,13,23,9750.0,9750.0,14.09,270.8333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8281,9189744,11,5,13,9,9600.0,9600.0,14.09,266.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8282,9205821,11,5,13,9,8875.0,8875.0,14.09,246.52777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8283,9209108,11,5,13,4,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8284,9215412,11,5,13,4,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8285,9218848,11,5,13,11,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8286,9225702,11,5,13,9,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8287,9228698,11,5,13,37,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8288,9234789,11,5,13,3,6000.0,6000.0,14.09,166.66666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8289,9236972,11,5,13,23,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8290,9394781,11,5,13,4,6500.0,6500.0,14.09,180.55555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8291,9444774,11,5,13,36,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8292,9564841,11,5,13,37,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8293,9604813,11,5,13,17,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8294,9674826,11,5,13,17,14400.0,14400.0,14.09,400.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8295,9676180,11,5,13,4,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8296,9716567,11,5,13,4,5000.0,5000.0,14.09,138.88888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8297,9725233,11,5,13,31,9750.0,9750.0,14.09,270.8333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8298,9726559,11,5,13,10,8425.0,8425.0,14.09,234.02777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8299,9755996,11,5,13,16,2000.0,2000.0,14.09,55.55555555555556,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8300,9767703,11,5,13,37,2500.0,2500.0,14.09,69.44444444444444,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8301,9845564,11,5,13,15,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8302,9857872,11,5,13,37,7125.0,7125.0,14.09,197.91666666666666,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8303,9858335,11,5,13,13,9200.0,9200.0,14.09,255.55555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8304,9866686,11,5,13,9,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8305,9874864,11,5,13,37,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8306,9876679,11,5,13,44,9200.0,9200.0,14.09,255.55555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8307,9894776,11,5,13,19,9750.0,9750.0,14.09,270.8333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8308,10004656,11,5,13,27,14000.0,14000.0,14.09,388.8888888888889,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8309,10065469,11,5,13,9,8000.0,8000.0,14.09,222.22222222222223,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8310,10070150,11,5,13,4,12000.0,12000.0,14.09,333.3333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8311,10070865,11,5,13,12,15000.0,15000.0,14.09,416.6666666666667,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8312,10074831,11,5,13,9,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8313,10077398,11,5,13,31,6500.0,6500.0,14.09,180.55555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8314,10085790,11,5,13,29,14125.0,14125.0,14.09,392.3611111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8315,10091115,11,5,13,39,3000.0,3000.0,14.09,83.33333333333333,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8316,10093518,11,5,13,17,8500.0,8500.0,14.09,236.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8317,10098551,11,5,13,32,9000.0,9000.0,14.09,250.0,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8318,10107419,11,5,13,1,5375.0,5375.0,14.09,149.30555555555554,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8319,10110089,11,5,13,4,7000.0,7000.0,14.09,194.44444444444446,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8320,10116439,11,5,13,41,4000.0,4000.0,14.09,111.11111111111111,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8321,10116964,11,5,13,19,10000.0,10000.0,14.09,277.77777777777777,62000.0,16.94,0.0,0.0,10.0,0.0,36.0,,,
8322,6839161,1,0,3,18,34000.0,34000.0,20.31,1268.94,120000.0,19.69,1.0,19.0,8.0,617.7,36.0,18588.0,18.0,29658.98
8323,6839670,8,0,2,29,24000.0,24000.0,18.85,620.6,60000.0,32.7,0.0,0.0,13.0,427.7,60.0,20378.0,30.0,22482.03
8324,6844987,5,4,1,41,6000.0,6000.0,17.56,215.6,40000.0,16.26,0.0,0.0,6.0,328.7,36.0,5097.0,7.0,5205.6
8325,6855409,3,0,8,37,10000.0,10000.0,14.33,343.39,70000.0,11.16,0.0,43.0,8.0,347.5,36.0,7053.0,14.0,8616.57
8326,6874967,1,0,2,13,21250.0,21250.0,15.88,515.41,48000.0,18.88,0.0,0.0,6.0,336.8,60.0,21348.0,13.0,19801.19
8327,6875488,5,0,1,18,9000.0,9000.0,9.71,289.19,80000.0,13.38,0.0,64.0,17.0,231.8,36.0,9931.0,29.0,7676.75
8328,6875907,5,4,1,37,10000.0,10000.0,12.35,333.82,97200.0,18.99,0.0,0.0,18.0,430.1,36.0,50098.0,34.0,8823.44
8329,6876372,10,4,2,4,3400.0,3400.0,10.64,110.74,35000.0,17.07,0.0,0.0,10.0,278.6,36.0,16295.0,24.0,2905.59
8330,6876818,1,0,2,9,12875.0,12875.0,13.68,438.04,51232.0,32.72,0.0,0.0,9.0,371.7,36.0,4155.0,31.0,11077.13
8331,6878053,2,3,2,29,6000.0,6000.0,15.88,210.59,70000.0,17.29,0.0,71.0,14.0,270.6,36.0,13751.0,27.0,5187.06
8332,6878441,1,0,2,18,9600.0,9600.0,10.64,312.66,60000.0,20.88,0.0,0.0,16.0,418.6,36.0,23821.0,43.0,8204.14
8333,6884647,2,0,1,9,10000.0,10000.0,6.62,307.04,45700.0,5.2,1.0,20.0,6.0,358.7,36.0,11289.0,15.0,8470.38
8334,6885192,1,4,1,19,28100.0,28100.0,13.68,956.03,63000.0,29.92,0.0,0.0,12.0,312.7,36.0,29685.0,32.0,24175.49
8335,6885558,3,4,2,4,20000.0,20000.0,17.56,503.1,93500.0,23.59,0.0,75.0,25.0,290.6,60.0,7220.0,43.0,18690.3
8336,6886079,5,0,8,4,1500.0,1500.0,24.08,58.92,63000.0,18.11,3.0,3.0,9.0,224.6,36.0,14229.0,15.0,1318.22
8337,6886541,0,4,8,33,6000.0,6000.0,18.85,219.49,32000.0,18.79,1.0,19.0,4.0,218.6,36.0,402.0,7.0,5218.81
8338,6887215,2,4,2,25,8000.0,8000.0,12.35,267.06,24000.0,13.05,0.0,0.0,5.0,209.5,36.0,8838.0,8.0,6864.53
8339,6887596,0,0,2,34,4000.0,4000.0,19.52,147.68,69000.0,11.58,0.0,0.0,12.0,282.5,36.0,3362.0,41.0,3483.72
8340,6888099,4,4,11,25,1400.0,1400.0,19.52,51.69,29700.0,25.86,0.0,50.0,9.0,241.4,36.0,8331.0,20.0,1219.52
8341,6888952,5,4,1,41,15300.0,15300.0,12.35,510.75,44000.0,22.54,0.0,42.0,14.0,288.5,36.0,16641.0,27.0,13128.65
8342,6889446,4,0,1,9,20000.0,20000.0,11.55,660.0,80000.0,14.28,0.0,44.0,15.0,415.4,36.0,18748.0,33.0,17126.63
8343,6889788,1,4,2,4,8050.0,8050.0,24.5,233.93,76000.0,13.14,0.0,44.0,10.0,295.4,60.0,7502.0,29.0,7610.65
8344,6894693,11,3,6,37,3500.0,3500.0,18.25,126.98,25000.0,21.75,0.0,0.0,5.0,474.7,36.0,8676.0,21.0,3040.92
8345,6895109,5,0,2,31,24000.0,24000.0,24.08,691.55,57000.0,26.0,1.0,21.0,10.0,382.6,60.0,19250.0,14.0,22907.39
8346,6895595,5,4,1,4,5200.0,5200.0,9.71,167.09,35000.0,6.87,0.0,0.0,7.0,252.6,36.0,5809.0,14.0,4435.42
8347,6896097,0,0,8,42,2500.0,2500.0,16.78,88.86,55000.0,22.38,0.0,0.0,12.0,516.6,36.0,28250.0,30.0,2165.07
8348,6896960,1,3,2,18,18000.0,18000.0,8.9,571.56,80000.0,21.29,2.0,7.0,11.0,486.6,36.0,7887.0,25.0,15326.0
8349,6897575,3,3,2,9,6350.0,6350.0,16.78,225.71,36000.0,21.5,0.0,0.0,9.0,319.5,36.0,18539.0,21.0,5646.38
8350,6897943,1,0,2,29,15000.0,15000.0,18.25,544.17,60000.0,17.04,0.0,0.0,7.0,293.5,36.0,10392.0,16.0,13031.32
8351,6898384,10,0,1,21,3600.0,3600.0,21.6,136.75,80000.0,15.53,0.0,28.0,10.0,366.4,36.0,8066.0,38.0,3149.0
8352,6898873,1,0,8,1,3000.0,3000.0,17.56,107.8,86652.0,16.12,4.0,12.0,17.0,546.5,36.0,9602.0,37.0,2602.3
8353,6899245,2,4,2,4,5000.0,5000.0,9.71,160.66,70000.0,11.74,0.0,0.0,9.0,209.5,36.0,3667.0,13.0,4264.04
8354,6899598,1,4,2,1,20500.0,20500.0,12.35,684.33,54400.0,19.49,0.0,0.0,12.0,199.4,36.0,14483.0,14.0,18087.2
8355,6899979,6,4,2,4,12800.0,12800.0,17.76,461.22,120000.0,18.57,1.0,7.0,13.0,323.0,36.0,34979.0,27.0,11688.77
8356,6904993,1,3,2,37,31300.0,31300.0,13.05,1055.38,70000.0,29.97,0.0,80.0,8.0,387.6,36.0,23930.0,21.0,26892.16
8357,6905507,1,0,3,37,10500.0,10500.0,14.33,246.12,102000.0,13.12,0.0,0.0,13.0,404.6,60.0,12899.0,29.0,9753.63
8358,6906121,10,3,2,4,16000.0,16000.0,6.03,486.97,60000.0,23.32,0.0,0.0,18.0,366.6,36.0,10400.0,43.0,13530.57
8359,6907100,6,0,2,19,7125.0,7125.0,14.33,167.01,95000.0,0.82,0.0,78.0,11.0,336.5,60.0,1536.0,20.0,6618.99
8360,6907514,1,0,2,4,13000.0,13000.0,20.8,350.24,65000.0,19.08,0.0,58.0,12.0,377.5,60.0,10225.0,32.0,12217.84
8361,6908894,1,0,1,22,16000.0,16000.0,6.03,486.97,50000.0,12.74,0.0,0.0,12.0,330.2,36.0,19273.0,45.0,13946.62
8364,6910143,7,4,2,29,12375.0,12375.0,15.61,298.38,40000.0,27.93,0.0,33.0,8.0,342.9,60.0,15810.0,19.0,11669.88
8365,6914945,1,4,1,7,1500.0,1500.0,13.68,51.04,50000.0,22.02,0.0,0.0,10.0,268.6,36.0,31578.0,30.0,1290.54
8366,6915419,5,4,2,25,7500.0,7500.0,21.6,284.88,83000.0,9.07,3.0,5.0,10.0,261.6,36.0,1078.0,30.0,6559.9
8367,6915801,1,0,1,42,4750.0,4750.0,16.78,168.84,55000.0,31.45,0.0,0.0,16.0,252.6,36.0,20391.0,39.0,4114.03
8368,6916328,8,0,2,34,20000.0,20000.0,15.88,485.09,50000.0,24.6,0.0,0.0,11.0,313.4,60.0,11355.0,26.0,18870.98
8369,6916865,1,0,4,4,20000.0,20000.0,13.68,680.45,95000.0,14.01,1.0,8.0,14.0,296.5,36.0,112821.0,29.0,17685.68
8370,6917260,8,0,2,18,15000.0,15000.0,7.62,467.43,60000.0,18.46,2.0,8.0,10.0,379.5,36.0,13651.0,26.0,12736.69
8371,6917602,10,4,0,29,2000.0,2000.0,12.35,66.77,45000.0,22.08,0.0,0.0,7.0,204.5,36.0,16235.0,16.0,1716.15
8372,6918092,9,4,2,6,10925.0,10925.0,22.2,302.99,40600.0,23.62,0.0,73.0,5.0,342.5,60.0,8269.0,10.0,10291.77
8373,6918536,1,0,2,5,9000.0,9000.0,10.64,293.12,64000.0,9.9,0.0,51.0,4.0,306.5,36.0,5264.0,20.0,7693.59
8374,6919037,1,3,1,39,7200.0,7200.0,15.61,251.75,102000.0,12.86,0.0,0.0,8.0,362.5,36.0,22799.0,17.0,6389.33
8375,6919401,11,0,2,30,12800.0,12800.0,15.88,449.26,55512.0,15.93,0.0,0.0,15.0,378.4,36.0,7823.0,54.0,11068.09
8376,6919814,0,4,2,28,16000.0,16000.0,6.03,486.97,120000.0,7.39,0.0,0.0,7.0,264.2,36.0,7634.0,10.0,13946.62
8378,6925256,1,0,2,4,16000.0,16000.0,19.52,590.72,54601.0,22.99,0.0,78.0,23.0,279.7,36.0,29715.0,48.0,13936.67
8379,6925790,1,0,2,43,18000.0,18000.0,7.9,563.23,40000.0,20.64,0.0,0.0,9.0,352.6,36.0,20876.0,27.0,15289.8
8380,6926316,4,4,2,4,20000.0,20000.0,10.64,651.37,75000.0,20.34,2.0,20.0,9.0,545.6,36.0,30863.0,19.0,17091.98
8381,6926877,8,4,2,4,12800.0,12800.0,12.35,427.29,75000.0,18.52,1.0,16.0,10.0,304.6,36.0,27249.0,22.0,10982.94
8382,6927332,3,0,2,37,35000.0,35000.0,22.2,970.65,180000.0,16.9,1.0,16.0,20.0,293.5,60.0,33203.0,43.0,32969.18
8383,6927854,1,0,1,23,12000.0,12000.0,16.78,296.82,50000.0,30.77,0.0,0.0,14.0,364.5,60.0,36608.0,36.0,11198.62
8384,6928799,1,4,2,9,4000.0,4000.0,17.56,143.73,78000.0,27.68,0.0,0.0,9.0,218.5,36.0,14651.0,14.0,3470.64
8385,6929166,1,4,1,4,9250.0,9250.0,16.78,328.78,28364.09,13.28,0.0,0.0,8.0,272.5,36.0,9222.0,9.0,8010.78
8386,6929630,1,0,2,10,18000.0,18000.0,17.1,448.32,70000.0,9.78,0.0,0.0,14.0,243.4,60.0,10419.0,20.0,17216.16
8387,6930080,10,4,2,41,5000.0,5000.0,18.25,181.39,23000.0,11.84,0.0,0.0,10.0,214.4,36.0,6913.0,16.0,4458.13
8388,6934809,9,0,2,18,6000.0,6000.0,12.35,200.3,60000.0,4.94,0.0,0.0,9.0,312.6,36.0,6988.0,16.0,5148.57
8389,6935239,1,0,2,29,20000.0,20000.0,8.9,635.07,90000.0,22.12,0.0,0.0,10.0,538.7,36.0,17169.0,35.0,17024.89
8390,6935719,10,4,1,41,35000.0,35000.0,25.99,1047.71,160000.0,28.71,0.0,67.0,17.0,240.6,60.0,32578.0,43.0,34113.82
8391,6936093,1,4,2,29,5500.0,5500.0,12.35,183.6,50000.0,15.34,1.0,14.0,5.0,290.6,36.0,3842.0,12.0,4719.49
8392,6936579,1,4,1,9,7800.0,7800.0,12.35,260.38,32000.0,25.54,0.0,0.0,9.0,333.6,36.0,7816.0,12.0,6691.18
8393,6937060,3,3,2,4,15000.0,15000.0,15.61,524.48,50000.0,8.95,0.0,0.0,10.0,470.7,36.0,14311.0,10.0,13309.82
8394,6937587,5,4,1,4,18800.0,18800.0,13.05,633.9,100000.0,8.35,0.0,0.0,7.0,291.5,36.0,18693.0,15.0,16606.85
8395,6938054,1,0,2,21,24000.0,24000.0,10.64,781.65,96000.0,5.75,0.0,0.0,10.0,263.5,36.0,18986.0,16.0,20515.19
8396,6938361,6,0,1,14,16700.0,16700.0,15.88,405.05,47000.0,16.98,0.0,77.0,18.0,436.5,60.0,18212.0,51.0,15558.73
8397,6938872,1,0,2,10,18000.0,18000.0,12.35,600.88,192000.0,13.33,4.0,7.0,10.0,269.5,36.0,129560.0,37.0,15443.43
8398,6939230,3,4,2,9,6000.0,6000.0,10.64,195.42,35000.0,15.37,0.0,0.0,6.0,224.5,36.0,6135.0,6.0,5128.84
8399,6939597,7,4,2,4,18000.0,18000.0,12.35,600.88,143981.0,16.98,2.0,19.0,7.0,325.4,36.0,37893.0,28.0,15880.82
8400,6940021,1,0,1,10,25475.0,25475.0,15.88,617.88,57600.0,28.52,0.0,0.0,11.0,336.4,60.0,10929.0,31.0,24033.9
8401,6954968,1,0,2,27,8000.0,8000.0,11.55,264.0,30000.0,21.52,0.0,0.0,6.0,265.4,36.0,4195.0,13.0,6850.83
8402,6955442,1,0,2,37,12000.0,12000.0,13.68,277.24,64000.0,26.53,0.0,0.0,20.0,267.4,60.0,37198.0,38.0,11282.88
8403,6955926,1,0,2,23,5500.0,5500.0,10.64,179.13,120000.0,16.59,0.0,63.0,11.0,329.3,36.0,12301.0,51.0,4701.79
8404,6964621,2,4,2,9,4150.0,4150.0,10.64,135.16,30000.0,22.96,1.0,23.0,13.0,196.4,36.0,4168.0,21.0,3547.25
8405,6965005,1,4,2,25,24000.0,24000.0,16.78,593.63,220000.0,20.92,0.0,0.0,11.0,398.4,60.0,14101.0,26.0,22396.99
8406,6965338,4,4,2,4,15000.0,15000.0,15.22,358.59,77000.0,4.43,0.0,0.0,7.0,228.4,60.0,16423.0,12.0,13957.39
8407,6965677,1,4,2,41,28625.0,28625.0,17.56,1028.56,105000.0,15.44,0.0,0.0,10.0,423.4,36.0,17488.0,27.0,24830.45
8408,6966258,2,0,1,23,30000.0,30000.0,21.7,823.46,120200.0,14.15,1.0,10.0,8.0,361.1,60.0,29776.0,31.0,28543.78
8409,6975311,6,0,2,4,6000.0,6000.0,12.35,200.3,31000.0,34.9,0.0,0.0,11.0,326.4,36.0,745.0,18.0,5294.04
8410,6975716,3,4,2,36,5600.0,5600.0,14.3,192.22,29600.0,6.0,0.0,0.0,16.0,241.5,36.0,3507.0,21.0,5219.84
8411,6976082,1,0,3,21,15000.0,15000.0,6.62,460.56,64200.0,23.46,0.0,0.0,12.0,371.4,36.0,57982.0,29.0,13096.5
8412,6994762,10,4,2,17,12725.0,12725.0,15.88,308.64,65000.0,23.79,0.0,0.0,9.0,330.4,60.0,12478.0,27.0,11857.73
8413,6995098,2,3,1,7,14400.0,14400.0,15.88,505.41,42000.0,32.69,0.0,80.0,13.0,269.4,36.0,14308.0,27.0,12447.29
8414,6996039,7,3,2,23,10600.0,10600.0,10.99,346.99,55000.0,24.92,0.0,0.0,14.0,210.3,36.0,11485.0,21.0,9327.34
8415,7005195,1,0,8,31,33425.0,33425.0,25.83,997.4,84000.0,19.46,0.0,0.0,9.0,355.4,60.0,34578.0,16.0,31665.09
8416,7005690,1,4,2,4,26000.0,26000.0,15.22,904.11,130000.0,26.44,2.0,18.0,14.0,405.3,36.0,34733.0,44.0,23055.26
8417,7014878,5,3,1,9,6000.0,6000.0,11.55,198.0,35000.0,18.58,0.0,0.0,7.0,442.1,36.0,6622.0,7.0,5285.12
8418,7015319,11,0,2,29,10475.0,10475.0,10.64,341.16,50000.0,17.56,1.0,14.0,6.0,317.4,36.0,10498.0,10.0,8953.86
8419,7015934,2,4,2,4,20950.0,20950.0,23.5,596.63,145000.0,21.24,0.0,49.0,19.0,287.4,60.0,21892.0,28.0,19981.69
8420,7044849,10,4,2,13,9600.0,9600.0,17.56,344.95,49000.0,2.79,0.0,0.0,19.0,196.4,36.0,5908.0,22.0,8328.76
8421,7045226,1,0,2,9,20000.0,20000.0,6.03,608.72,93000.0,14.23,0.0,0.0,4.0,279.3,36.0,21482.0,15.0,17434.08
8423,7046294,1,3,1,37,10375.0,10375.0,11.55,342.38,30000.0,27.0,0.0,0.0,12.0,447.2,36.0,13850.0,14.0,8886.11
8425,7047175,10,0,1,9,10425.0,10425.0,9.71,334.97,30000.0,29.72,1.0,19.0,13.0,278.2,36.0,19991.0,32.0,9153.01
8426,7047549,4,4,2,32,12000.0,12000.0,15.88,421.18,50000.0,21.65,1.0,20.0,13.0,360.2,36.0,12729.0,30.0,10654.26
8427,7047880,1,4,1,23,4500.0,4500.0,19.2,165.41,58000.0,16.2,0.0,0.0,8.0,250.8,36.0,1297.0,14.0,4117.71
8429,7048600,2,4,2,10,10000.0,10000.0,9.71,321.32,48000.0,22.34,0.0,25.0,18.0,251.2,36.0,10256.0,40.0,8778.37
8430,7048990,1,0,3,25,18000.0,18000.0,10.64,586.24,114000.0,13.69,0.0,0.0,9.0,259.2,36.0,3770.0,18.0,15832.08
8432,7049970,6,0,2,10,10500.0,10500.0,14.3,360.4,40000.0,31.98,0.0,0.0,9.0,202.9,36.0,4981.0,10.0,9298.16
8433,7050322,7,0,2,28,24000.0,24000.0,15.88,582.11,120000.0,21.13,0.0,47.0,22.0,322.1,60.0,17804.0,31.0,22642.68
8434,7050707,4,4,1,1,22400.0,22400.0,16.78,554.06,80000.0,21.77,0.0,34.0,13.0,311.1,60.0,39776.0,41.0,21161.82
8435,7051174,6,4,2,17,12250.0,12250.0,12.99,412.7,35000.0,28.15,0.0,0.0,5.0,227.6,36.0,20353.0,11.0,11112.6
8436,7051670,7,0,5,34,25000.0,25000.0,14.33,858.46,90000.0,12.17,2.0,15.0,13.0,275.1,36.0,29069.0,21.0,22136.32
8437,7052051,7,0,3,12,16000.0,16000.0,15.1,381.48,66000.0,25.04,0.0,43.0,12.0,354.1,60.0,9622.0,33.0,15265.7
8438,7052424,3,0,2,33,12800.0,12800.0,8.9,406.45,85000.0,1.75,0.0,34.0,10.0,238.0,36.0,8948.0,31.0,11219.14
8439,7052801,1,0,3,4,9600.0,9600.0,9.71,308.46,82000.0,9.28,0.0,0.0,5.0,401.1,36.0,7203.0,10.0,8428.53
8440,7053266,1,0,2,3,8000.0,8000.0,12.35,267.06,60000.0,22.08,0.0,0.0,8.0,267.0,36.0,12590.0,17.0,7058.39
8441,7053688,1,4,8,28,10500.0,10500.0,22.4,292.4,81000.0,17.67,0.0,36.0,7.0,322.5,60.0,8129.0,39.0,9999.67
8442,7054022,7,4,2,4,12000.0,12000.0,13.67,408.22,67800.0,2.11,0.0,0.0,6.0,430.5,36.0,4511.0,26.0,10611.2
8443,7054455,8,0,2,41,10000.0,10000.0,13.68,340.23,44000.0,13.64,0.0,0.0,22.0,271.0,36.0,7470.0,51.0,8843.17
8444,7054994,1,0,1,37,27000.0,27000.0,23.5,768.92,140000.0,28.94,0.0,0.0,11.0,217.3,60.0,20493.0,22.0,25751.37
8445,7055419,2,0,3,29,1500.0,1500.0,24.5,59.25,29000.0,6.62,1.0,0.0,9.0,282.3,36.0,1593.0,21.0,1319.64
8446,7056366,1,4,2,30,14000.0,14000.0,13.68,476.32,103244.44,19.68,0.0,28.0,7.0,346.3,36.0,4091.0,52.0,12380.19
8447,7056756,2,4,2,4,15000.0,15000.0,13.68,346.55,42500.0,27.64,0.0,59.0,13.0,317.2,60.0,15357.0,22.0,14105.35
8448,7057261,6,0,12,42,11200.0,11200.0,15.88,271.65,34000.0,8.68,0.0,0.0,8.0,423.2,60.0,7076.0,21.0,10434.74
8449,7057633,7,0,3,32,5600.0,5600.0,10.64,182.39,93288.0,22.55,0.0,66.0,13.0,310.2,36.0,7819.0,33.0,4785.72
8450,7057927,1,0,2,21,20000.0,20000.0,16.78,710.87,85000.0,13.87,0.0,37.0,9.0,320.2,36.0,14733.0,28.0,17782.84
8451,7058329,2,3,2,25,12500.0,12500.0,22.7,350.23,65000.0,9.99,0.0,54.0,18.0,208.2,60.0,14093.0,20.0,11909.26
8452,7058702,2,3,3,37,9800.0,9800.0,17.56,352.14,85000.0,10.04,0.0,25.0,10.0,352.2,36.0,8063.0,19.0,8725.34
8453,7059672,2,4,2,28,7200.0,7200.0,12.99,242.57,33000.0,20.47,0.0,0.0,7.0,198.0,36.0,5699.0,9.0,6360.01
8454,7060030,7,0,2,20,12000.0,12000.0,9.71,385.58,75000.0,25.17,0.0,0.0,8.0,601.0,36.0,34244.0,27.0,10535.82
8455,7060490,7,4,1,4,15600.0,15600.0,15.1,371.95,60000.0,11.19,1.0,19.0,11.0,257.7,60.0,10876.0,26.0,14699.37
8456,7060961,5,4,4,23,6000.0,6000.0,17.57,215.63,50000.0,22.23,4.0,17.0,15.0,245.9,36.0,5968.0,30.0,5742.66
8457,7061491,7,4,2,4,4750.0,4750.0,15.22,165.18,19394.0,12.13,0.0,0.0,5.0,260.1,36.0,7128.0,12.0,4212.21
8458,7061992,10,0,2,36,8400.0,8400.0,9.71,269.91,40000.0,9.15,0.0,0.0,6.0,172.1,36.0,3259.0,9.0,7375.2
8459,7062441,3,0,2,15,21000.0,21000.0,10.64,683.94,115000.0,17.24,0.0,0.0,12.0,334.1,36.0,42304.0,29.0,18470.96
8461,7064413,5,0,2,37,7600.0,7600.0,9.25,242.57,47000.0,13.3,0.0,0.0,7.0,498.0,36.0,7822.0,29.0,6665.77
8462,7065490,4,4,2,9,7300.0,7300.0,13.05,246.15,41000.0,12.7,0.0,0.0,8.0,216.3,36.0,14483.0,23.0,6448.2
